Source_Node_Index,Target_Node_Index,Source_MemberID,Target_MemberID
1706,508,88580637,90894007
2408,2766,17207527,99784872
2256,2372,76820885,40305309
800,702,63152059,96979145
2852,2928,49077157,53452438
634,935,82057926,82057926
4425,4890,86067557,49456731
1446,3442,72697445,5119684
4112,3383,4171362,4171362
712,710,84545400,58056219
3372,3344,92188703,20047112
4373,943,12744824,12744824
114,495,72157901,72157901
2872,2240,41077493,14150571
1657,3369,57894874,57894874
1423,987,57596483,65314831
416,3048,13030060,22194761
3623,4094,52246533,91161366
1369,1919,32132980,32132980
3222,2996,80375379,77521690
880,708,38789659,41356004
1611,1681,2640237,52465981
4764,3430,6723670,6723670
1641,1560,70794847,70794847
1536,1278,25014697,5677129
1426,1635,96858229,14189905
968,2514,96241025,96241025
2759,2713,20660827,98350575
104,194,76859445,58992809
18,679,14933170,15647031
1719,2153,52768708,52768708
1982,3021,23128304,23128304
2343,2246,15335106,55475595
2011,3493,55229661,55229661
2916,3599,17017636,91874386
2523,2621,66951188,54737563
341,551,57839856,26814881
4485,689,71729488,71729488
4581,4598,71937912,82044903
2188,1850,2541501,6252058
2432,2439,65813343,34492720
2946,4646,33085503,33085503
1296,1417,99106044,89420525
3231,2829,6556365,71808865
1137,2821,39995722,39995722
3079,3189,10083633,84550236
3493,2011,55229661,55229661
2832,2531,55472908,50578938
2070,1979,5821557,49319714
838,1478,72667571,72667571
1161,411,72676149,72676149
3399,3810,45388062,45388062
4075,4093,84557253,80016307
1121,1012,88293925,87393448
4037,3343,91220018,91220018
3839,3587,43157148,43157148
3916,3282,76568731,76568731
2335,2664,4103875,78706898
1968,3099,86412233,86412233
712,26,84545400,84545400
3881,2766,10417139,99784872
4939,3151,38954291,38954291
1570,2043,22428277,22428277
109,1719,32111209,52768708
2850,3258,380423,380423
3787,4565,58152404,58152404
2297,3540,91119397,91119397
391,385,18784531,62056298
938,783,46807977,43331905
2333,4954,98273948,98273948
786,1143,70618546,70618546
4528,1301,49456731,49456731
2752,4120,88437458,22173108
4755,297,91882810,91882810
3195,1428,77261891,77261891
2283,2329,73110291,73110291
2456,4472,17796614,17796614
2422,1212,84356842,84356842
4323,3003,5065245,5065245
1384,725,3075035,3075035
2736,4260,26754623,60024495
3672,3716,95183713,720230
2183,2098,7957687,7957687
3646,3700,68249807,47475139
4470,4864,38896305,22050395
2317,1051,38781844,38781844
2568,2619,43735288,21584660
2468,1449,41232226,41232226
185,522,51111234,51111234
345,511,66348349,96098076
381,168,88062958,88062958
3078,3364,55983055,24235824
3799,1663,46412492,78582654
3890,3242,78352630,78352630
734,737,70589721,56374366
1176,1082,90184930,1970790
1897,1367,77606534,35562838
1981,2004,40724694,3614940
3764,3776,35252118,35252118
1030,964,1338773,1338773
1895,1937,59249047,38572881
11,1281,62649661,62649661
4350,3644,4421835,4421835
3956,3488,11278444,85903433
4033,3937,26349323,77131735
3239,1861,98913094,98913094
1002,2070,5821557,5821557
2252,898,93734609,93734609
4693,4397,57252301,57252301
1756,731,36629563,36629563
2912,2634,88293925,88293925
4517,4400,9894143,80176980
1090,907,46646290,71622676
1406,1372,99236382,99236382
2071,1237,27936689,27936689
1307,2827,45847828,3809613
4595,2778,62841965,62841965
4481,3696,45477962,45477962
1816,2704,27193640,19511423
1293,448,34752960,45346961
3710,3553,43594474,43594474
499,1570,22428277,22428277
1877,1371,27748720,14127656
2054,2990,94958101,94958101
4036,4248,94958101,10685063
663,1449,41232226,41232226
2175,2004,958395,3614940
2854,306,5843627,5843627
2766,2408,99784872,17207527
944,681,55579384,37426983
1515,1665,53763627,73343449
3447,3035,57827943,65524303
4624,3600,12854046,77830031
1759,4240,48666404,48666404
2421,4625,64989379,64989379
995,875,4739849,62850300
187,4085,7860226,7860226
4743,4231,39519445,38791151
1849,1955,32193999,79693751
3357,3263,12221937,40286764
4973,1017,24661530,24661530
2349,4227,49936973,62163672
3267,4272,16057679,16057679
1025,4137,19548796,19548796
3456,2747,82996102,39016892
1773,4525,9261283,9261283
2704,3637,19511423,38300250
1816,731,27193640,36629563
2493,2407,88703349,88703349
2613,2472,97257132,21109338
4576,3946,81723326,81723326
1417,1628,89420525,77047957
384,2276,27451686,27451686
1249,1263,60934677,60934677
3689,3628,77895130,77895130
1311,1912,43253326,33396791
3732,817,55487346,55487346
3637,3963,38300250,18660372
2675,317,19511423,19511423
531,754,76905660,76905660
3666,2449,22813039,73499475
3363,2640,87286672,87286672
3691,3674,74562192,61070697
3959,2671,70794847,70794847
4807,4229,14150571,14150571
4821,1912,33396791,33396791
2419,1788,25163028,54114252
4062,3846,42181723,41426298
4838,4067,14949527,14949527
2730,1946,1228171,85746903
52,1658,75999314,75999314
4864,4470,22050395,38896305
4599,4953,12744824,12744824
3926,4187,90113241,90113241
3876,3841,6497871,21463210
480,415,40933598,40576712
3399,2455,45388062,45388062
427,1949,62841965,62841965
1065,287,58349697,58349697
2818,4166,72287649,72287649
3501,3405,67379783,67379783
4688,4658,92050331,27688365
4796,4191,13030060,13030060
3313,1893,90384658,72290931
4718,4537,12051656,12051656
1874,3314,92972354,27766182
2287,1497,64493725,99751804
2796,2835,90942953,65570320
1146,360,60455744,825842
1381,1166,10274842,69511679
1040,873,37748325,4551115
3497,4868,54753961,54753961
677,821,79815764,64662274
1105,1002,74472230,5821557
1683,1504,4327208,4327208
3620,3218,56466363,82181882
179,544,28940878,76367286
3921,4378,52371399,15120804
1113,1122,72205367,72205367
1930,3330,55527478,55527478
610,2982,85478632,85478632
2158,3194,61558878,61558878
2540,3259,4152958,98054016
2434,2311,83829218,53480982
359,367,94464230,63397958
2619,1310,21584660,21584660
2927,3412,29506377,29506377
2545,2556,18057896,94165703
3374,3872,70530049,70530049
4778,1447,83796176,83796176
3559,3588,74099533,891986
4414,4139,38185255,14530227
492,78,18660372,18660372
3475,3631,38679298,38679298
2725,164,26939565,7925479
4504,1817,57933822,57933822
2301,2317,31761859,38781844
1599,584,52745562,52745562
3586,4630,5972310,5972310
694,212,46810524,46810524
1394,1872,89147754,89147754
90,1266,86736765,21246098
878,558,70498422,78951624
3264,149,14609777,14609777
1669,1582,5087897,5087897
1622,1470,73349254,73349254
1400,374,72703371,72703371
2124,176,89058050,77510048
3162,3255,43258128,72812688
708,2712,41356004,41356004
4849,4602,3697363,52981190
3497,801,54753961,55778281
2924,1168,25631086,57962873
2079,2096,40971858,22173108
2137,1283,6241926,18234258
2801,1034,47496728,47496728
1492,1481,94556244,83345380
2314,4070,12743700,12743700
2049,2109,66997001,78287377
805,322,33689470,22493143
669,690,71328911,64662850
4760,3971,8030237,97818130
773,1013,30293130,59267943
496,210,99513863,99513863
2671,1863,70794847,70794847
1769,3223,81022944,81022944
2034,525,80176980,80176980
2662,2043,37989923,22428277
3898,3188,76150680,76150680
1544,2058,96723417,96723417
4164,3573,10083633,10083633
4477,4033,32088593,26349323
2161,2929,94556244,67656006
798,3931,28429505,28429505
2548,1914,52612506,1826151
2315,4564,229817,229817
3196,4084,14634512,40280525
4549,4811,37935648,74161460
4728,2073,75284018,75284018
805,1611,33689470,2640237
706,3066,55522117,55522117
821,1326,64662274,64662274
3934,4400,86072725,80176980
469,349,14841375,51220806
2986,1214,67717764,67717764
1016,747,11126225,11126225
691,1216,76991998,20331686
474,693,77105393,1767713
1667,973,91960788,91960788
2509,4672,21585717,21585717
1828,1830,75423354,93806090
1301,4528,49456731,49456731
4045,4352,72068946,13556190
198,236,16644303,92422483
4528,564,49456731,14818234
1783,1535,36468326,91471966
1282,1253,1970790,72839141
1074,2041,58595677,58595677
1129,516,33427104,33427104
1156,2605,8030237,54300648
1157,1258,53368910,20845080
1908,1651,36752847,93098004
750,870,55945177,55945177
3416,2730,1228171,1228171
2415,2650,65794490,65794490
2051,4854,43777613,43777613
890,2607,26814881,26814881
1268,1210,90207164,90207164
4883,2310,41234953,41234953
521,229,880904,99656974
1392,1276,66193167,94308770
3339,4203,60199888,60199888
1789,2144,5240566,50816329
3201,1529,51002974,51002974
634,1863,82057926,70794847
1845,3473,35343921,35343921
1583,3702,3719496,3719496
945,1230,5537114,5537114
3403,2912,88293925,88293925
4298,2330,98156257,98156257
4313,3362,28701193,67128205
2038,2067,47051532,56217994
81,78,45477962,18660372
893,1979,49319714,49319714
3255,3162,72812688,43258128
3525,2794,14543888,47237488
2914,2869,54514698,54514698
4139,4414,14530227,38185255
2172,2003,61360005,61360005
3681,3041,33339877,33339877
1110,1913,65016397,65016397
2015,2019,79096530,72336049
2256,2145,76820885,99081882
1808,1726,93528021,93528021
2575,141,7577704,77817640
2664,1647,78706898,78706898
4199,3906,87333222,87333222
49,18,14933170,14933170
343,465,78214870,7399477
942,1053,27265470,28021261
1103,1910,64733005,22537920
2212,1257,38896305,38896305
3179,2012,16748809,16748809
4508,3843,37989923,21383199
3923,2695,96019450,96019450
1022,938,89420525,46807977
4234,1096,58940498,58940498
741,1413,71326034,71326034
2110,2148,98519341,98519341
614,820,36274374,36274374
2401,2068,62562005,62562005
460,353,28561389,53408192
4426,2205,32193999,32193999
61,378,76444248,76444248
647,1936,55008283,55008283
738,2054,24400347,94958101
3683,3100,89874304,99751804
1704,1093,26638497,49335128
1604,1909,31234794,97907592
673,87,32132980,32132980
4205,2916,17017636,17017636
721,1067,72747215,60598735
3064,4748,77017419,97231296
388,3338,53794076,53794076
2590,1859,82652170,90046574
602,823,48847892,48847892
915,3269,65493562,65493562
1325,952,77688134,77688134
1811,1865,53238590,6497871
1270,464,74540117,74540117
19,3885,7073947,7073947
3391,3049,7825049,91993093
1868,1581,43552817,43552817
3005,3242,78352630,78352630
2437,3724,19444100,19444100
3732,4510,55487346,55487346
4069,3112,92665667,92665667
1863,2671,70794847,70794847
108,143,91024552,15150501
55,51,36629563,93289159
4020,4159,83337794,44375963
1804,1044,72550225,33396791
4109,3450,49020074,49020074
4539,4495,84356842,39187280
3537,4685,78775690,6846611
2563,4479,63906119,85373471
718,1011,15070125,15070125
2232,2393,4421835,4421835
3268,1787,47766517,47766517
2882,4461,36220913,36220913
1426,2000,96858229,96858229
2971,2732,91942640,91942640
4110,4991,46593980,46593980
2016,819,83227007,83227007
242,264,7925479,72336049
1157,829,53368910,53368910
3566,2649,73802144,31138176
4919,4837,50275282,84043404
1853,2747,89906226,39016892
2536,2511,16802553,68249807
1994,2228,95488866,43735288
3323,4059,87040196,87040196
484,965,65638900,65638900
1914,1710,1826151,1826151
4431,4790,75954127,91938020
4183,4688,92050331,92050331
1320,1237,51365009,27936689
2118,3166,53691700,53691700
1163,1253,72839141,72839141
22,116,68918502,58710869
4005,3635,84241450,12166258
4560,3628,63014001,77895130
2302,2465,22830250,82739222
3411,4293,84368698,84368698
1568,3638,880904,16198505
2438,2511,68249807,68249807
1724,1707,23348987,23348987
4043,4277,1027829,37944375
1192,4061,47095581,55008283
3855,2994,58965981,58965981
3573,3079,10083633,10083633
1313,1318,33865272,72012142
736,2963,6338375,6338375
4633,2241,79673797,79673797
842,686,98273948,98273948
1246,1264,44942695,39797975
4518,490,96126474,96126474
2078,2060,77933481,825842
1725,481,17762675,17762675
2050,1998,47475139,57839856
2000,2406,96858229,96858229
3263,2974,40286764,40286764
1064,735,8990317,50571416
3414,4604,30333839,99157261
2070,3633,5821557,5821557
1581,207,43552817,43552817
4948,1242,37137998,37137998
1172,3651,53317082,25014697
1399,432,9606755,1104236
2372,2399,40305309,54165321
3542,3971,97818130,97818130
2623,1752,42185671,23293130
1868,910,43552817,56495931
1263,1968,60934677,86412233
107,65,87321343,55201515
1225,1218,37432286,11984727
3329,3863,52126269,52126269
3164,120,94523392,10772510
538,517,49752178,78582654
1704,4865,26638497,26638497
288,342,67046351,67046351
4462,4587,70881420,91119397
952,1325,77688134,77688134
3207,2153,12284995,52768708
4198,1508,82057926,82057926
751,746,92621034,88204774
849,1052,67128418,45477962
1329,2443,66218307,66218307
1215,1146,73100110,60455744
1898,385,62056298,62056298
2072,2258,21181910,31528690
1717,2296,27243059,89367785
678,941,55674284,2014158
4577,4695,37928715,5648239
827,1680,20767183,20767183
1341,1901,96778499,96778499
4870,4947,78981185,9868890
3994,3556,72666193,64354445
4288,1330,18413103,18413103
948,3138,58816110,58816110
1781,1907,50373158,28266219
2660,2815,23860136,34577379
1275,1052,74496825,45477962
2434,3226,83829218,83829218
5,30,29150144,61069779
3048,416,22194761,13030060
4216,3376,18057896,18057896
3383,2621,4171362,54737563
4806,4410,22830662,10451557
4120,2096,22173108,22173108
2625,2713,22830662,98350575
756,3089,31224380,74366730
2029,2130,7990251,7990251
2139,1736,37748325,37748325
1812,1378,27688365,27688365
4859,4650,49919615,49919615
4632,4193,53082261,53082261
3386,3794,74401722,4864599
2937,3702,23791371,3719496
607,485,6338813,93734609
2155,3932,10530537,10530537
3943,2170,51172528,51172528
412,2232,4421835,4421835
849,2233,67128418,67128418
3049,3391,91993093,7825049
391,1126,18784531,18784531
953,2290,75286202,10782179
292,595,50226436,55008283
20,136,67656006,21585717
2381,1390,4423285,4423285
3057,4679,13511310,89027556
2866,2896,59796546,26694615
3647,3461,6568470,6568470
4970,1377,30401654,30401654
2771,1841,72766337,72766337
2786,2644,14189728,67260033
183,315,89200194,89906637
4395,3620,94725431,56466363
1849,1502,32193999,76737326
4929,2507,86585988,86585988
268,93,94165703,31768171
2950,2486,91508850,91508850
3963,4377,18660372,89704460
1685,1579,70093674,66429352
3037,3128,36064709,36064709
1774,1099,39038717,47082022
1371,1877,14127656,27748720
4304,3623,52246533,52246533
2590,3082,82652170,29625654
2232,3145,4421835,4421835
1779,2611,35252118,35252118
2242,2372,40305309,40305309
1486,3032,76947659,76947659
3668,3641,99081882,99081882
2169,2796,90942953,90942953
1947,1929,68398857,83565206
2874,3780,450149,450149
1943,4439,93818445,26360511
513,2233,56423585,67128418
1578,1574,95844498,14106652
4424,1180,59751103,59751103
2039,4672,49319714,21585717
4036,2990,94958101,94958101
4067,4326,14949527,34440553
712,901,84545400,83345380
2779,1678,87393448,87393448
2113,1854,91429240,39732146
269,331,5625565,18571693
3487,4919,50275282,50275282
1560,1641,70794847,70794847
1281,11,62649661,62649661
3722,3473,35343921,35343921
1979,2039,49319714,49319714
4527,231,34608950,34608950
391,442,18784531,58091147
857,3884,90755269,90755269
4549,4450,37935648,59941088
3446,3834,55611572,55611572
2556,2545,94165703,18057896
4667,3917,8398308,8398308
3299,2589,82109548,82109548
4424,2469,59751103,3223892
2671,3959,70794847,70794847
367,206,63397958,63397958
2972,918,91383439,91383439
4398,4668,73487618,91119397
656,80,50738289,3697363
4138,3280,62056298,62056298
3763,1942,41426298,42181723
4642,2813,43743796,43743796
454,619,7548243,7548243
182,160,20767183,2308322
445,1028,35803600,81807917
1300,1313,5677129,33865272
723,255,53407812,53407812
3546,2587,15735910,15735910
573,1213,82939188,82939188
3002,1440,72922097,72922097
2949,2102,27688365,825842
1579,2162,66429352,66429352
4305,4561,20675507,10970389
2512,1054,31938136,31938136
1821,2863,76165809,76165809
269,2909,5625565,5625565
4986,3912,29896446,64575436
3152,862,49425254,49425254
4165,3948,56037305,56037305
1183,3249,16183509,16183509
2883,3855,58423775,58965981
4935,4849,37797030,3697363
1093,323,49335128,94622865
3621,3003,73907484,5065245
3356,3257,21246098,29625654
3653,4941,17901946,87650450
2627,2559,47051532,74486714
943,271,12744824,35343921
1285,1432,97856648,99751804
1347,2835,65570320,65570320
4394,3892,64367929,97098355
1792,1465,61562624,5300285
1124,548,17074709,62774896
4257,2840,52924700,76970334
4332,4182,55580846,55580846
1866,138,14044657,14044657
2874,1123,450149,55296427
1033,1332,76074549,14045696
3206,2616,1961260,37956780
3710,3381,43594474,93806090
3128,2962,36064709,63074469
3147,2975,28471584,63536746
3090,2441,63762152,55851511
2384,2464,14936660,2720991
1217,3075,2027158,2027158
188,230,1228171,86864069
3868,3903,91260846,86853731
3226,4436,83829218,83829218
344,706,33398890,55522117
4826,3643,4327208,4327208
934,1740,42286978,6556365
378,61,76444248,76444248
4832,4626,8099224,8099224
1606,3301,71574553,71574553
2831,2631,76008794,4739849
4388,1431,40388179,40388179
1919,3532,32132980,72188011
4897,4984,44411565,32667507
1160,1265,55787795,55787795
2378,1602,17433680,17433680
4088,2896,26694615,26694615
566,2741,60843452,60843452
2202,3820,71945328,52652730
3042,599,50219296,2947805
1429,2850,59153134,380423
3633,3255,5821557,72812688
7,10,61120239,74506334
4239,4462,88293925,70881420
127,3044,76639366,76639366
4753,4188,50194235,49319714
4861,3233,41730632,41730632
2085,2373,72589470,85706086
2193,2172,50263545,61360005
4834,2312,15616303,15616303
3354,3961,77280909,77280909
954,4435,98657193,98657193
271,241,35343921,561224
2258,2072,31528690,21181910
1439,1969,74401722,18784531
1535,1677,91471966,91471966
3543,4385,26477481,26477481
1578,2313,95844498,76008794
2271,4980,64120641,64120641
4313,2088,28701193,28701193
4113,2966,69010049,69010049
2485,2465,4239689,82739222
2122,2413,83519757,83519757
3063,2176,91086585,90480245
1106,2210,50578938,37490995
1277,3260,1303863,1303863
4897,3950,44411565,8007847
1930,2098,55527478,7957687
1310,2619,21584660,21584660
56,144,93281248,22317580
1874,4647,92972354,92972354
995,1295,4739849,4739849
2153,1618,52768708,89809909
4251,4714,61891406,29502676
3100,3118,99751804,99751804
3967,2740,46798379,46798379
4782,4350,92962693,4421835
4061,4553,55008283,73357635
2063,4061,55008283,55008283
2703,2664,91169056,78706898
3857,1525,86221068,86221068
2799,682,91063605,91063605
3640,1298,81864337,73952224
1088,1644,27243059,27243059
2941,3475,38679298,38679298
3414,2941,30333839,38679298
1008,1880,13182896,30373635
2768,2537,99166225,93934134
1661,230,55215653,86864069
3844,1707,16477221,23348987
4054,1288,14127656,50694287
3697,4397,42932340,57252301
1349,2331,56949650,56949650
428,1426,33670703,96858229
3227,4404,25140237,47051532
2547,2430,19865841,8147980
1690,3038,28978983,28978983
107,1785,87321343,87321343
2201,1793,2957836,51480028
1812,2735,27688365,60455744
2233,513,67128418,56423585
3630,3296,50868315,33546608
2518,3126,75412276,65370101
713,777,69590043,69590043
1002,651,5821557,66997001
656,2229,50738289,50738289
2888,1676,93141410,13624371
3882,3288,2805881,2805881
2779,2672,87393448,91944535
3202,3529,67128418,67128418
3329,2550,52126269,52126269
4943,3907,98298121,70247213
3776,3764,35252118,35252118
2833,3137,78583328,78583328
3729,3689,77895130,77895130
2199,3265,87046162,87046162
2784,1969,18784531,18784531
2615,4900,60796679,60796679
194,104,58992809,76859445
2024,1463,40957603,40957603
1425,1363,62776794,79443246
1788,1186,54114252,91154082
325,264,33396791,72336049
3938,2752,88437458,88437458
3131,2952,1259498,1259498
2931,3601,89909380,76836361
1624,3680,35097221,35097221
2553,1928,28702838,28702838
531,1308,76905660,1104236
1601,1481,83345380,83345380
3383,4112,4171362,4171362
4472,4793,17796614,17796614
2345,2393,3894979,4421835
2452,2290,17323704,10782179
2529,2739,42685112,42685112
1170,2197,63920921,63920921
3888,4513,75004234,75004234
2552,3137,20571312,78583328
1747,488,4103875,7762808
4300,4457,33201667,28471584
714,611,880904,3223892
1615,1766,29240705,70881420
4063,2006,8675747,8675747
54,4244,10993729,10993729
3863,3638,52126269,16198505
1306,3640,81864337,81864337
1540,1363,79443246,79443246
2611,2404,35252118,29385188
3556,2848,64354445,88395019
3038,1690,28978983,28978983
870,750,55945177,55945177
2112,478,52652730,40305309
2227,199,42185671,42185671
353,460,53408192,28561389
3195,2842,77261891,22032242
2346,3274,29767894,29767894
758,3663,65404976,65404976
42,46,60724784,60724784
843,1263,65794490,60934677
4336,451,1542254,1542254
1455,4005,84241450,84241450
4865,1704,26638497,26638497
70,1047,22226046,3093542
3855,4056,58965981,44568256
3399,3022,45388062,16644303
1188,2200,59941088,59941088
4276,3295,33129866,33129866
2777,2450,5566059,5566059
2515,2709,89554216,4582162
4949,1065,58349697,58349697
3409,4612,12311739,35733802
3832,3254,61542904,90597078
3032,2447,76947659,99439601
3376,4206,18057896,92788302
2689,1290,58595677,93880038
1237,520,27936689,27936689
4848,4625,64989379,64989379
299,237,99656974,90960471
2121,1772,12733898,1358833
3358,3371,79623348,25066570
235,481,39614536,17762675
128,126,39068744,67207202
2227,2427,42185671,42185671
2846,944,65932399,55579384
110,2701,1966030,1966030
1171,1105,17488746,74472230
659,930,6691184,6691184
494,1351,55580846,55580846
4181,3034,78569140,28800484
2668,2520,65638900,65638900
4221,3601,65638900,76836361
2058,1544,96723417,96723417
2402,3303,84926086,84926086
2759,3806,20660827,29132692
2938,1068,72188011,72188011
1572,2324,24041639,24041639
695,708,59944468,41356004
3905,4011,38111005,92180592
4309,3835,48007546,48007546
2413,2122,83519757,83519757
197,202,67128205,71622676
3371,1071,25066570,25066570
100,2521,7272289,7272289
2939,3400,46636433,20361760
4308,4364,70768177,70768177
461,2463,37105851,96987280
1164,2391,18660372,18660372
4641,3261,43356743,43356743
1840,1442,84494751,84494751
2889,2990,31718399,94958101
1872,1394,89147754,89147754
1295,1090,4739849,46646290
3914,717,53394897,53394897
3351,4512,3567800,3567800
2427,4127,42185671,42185671
1717,1493,27243059,21427782
1354,1175,89504568,89504568
1537,1562,2805881,2805881
836,431,90256460,28978983
3784,3963,18660372,18660372
1924,3139,66951188,92105402
67,600,80321589,80321589
3833,3101,83753761,83753761
3396,3063,43078331,91086585
3382,3165,37935648,24191262
4192,4431,20093709,75954127
4741,1226,1551098,1551098
2342,619,7548243,7548243
3431,3286,47717366,77703817
681,944,37426983,55579384
578,28,42757268,85744392
1019,939,71875332,25788457
3770,3920,83990360,78369634
697,888,18836855,98753153
2827,1307,3809613,45847828
4993,400,48118368,48118368
263,138,1970790,14044657
3716,2637,720230,720230
3991,2347,31729823,31729823
1935,2631,4739849,4739849
344,2426,33398890,33398890
676,721,66703867,72747215
929,901,74958621,83345380
1152,650,99751804,99751804
4565,3787,58152404,58152404
1404,1130,60320010,6691184
4197,2573,99591486,99591486
2880,3425,14543888,14543888
1863,634,70794847,82057926
2305,2965,16548323,16548323
1787,3268,47766517,47766517
1654,1692,69511679,69511679
1772,1418,1358833,1358833
2668,4185,65638900,65638900
1180,1543,59751103,62909013
3849,3408,46663549,9606755
2138,2680,32611747,32611747
3473,1845,35343921,35343921
1415,1531,5737421,43464992
3296,980,33546608,46463311
3199,3528,46997540,52246533
726,3938,48538290,88437458
2603,3911,93470181,93470181
4666,2354,47345911,47345911
3783,3993,43253326,73487618
4583,2356,57789852,57789852
980,3296,46463311,33546608
2136,769,46997540,46997540
1664,1713,76672759,53728098
2756,3897,77865747,77865747
2958,2274,36433448,71359896
1635,1426,14189905,96858229
1602,1249,17433680,60934677
95,1977,63536746,63536746
2779,2982,87393448,85478632
3140,2961,96723417,96723417
1610,4981,72676149,72676149
1254,916,48128302,3208281
3938,726,88437458,48538290
2556,2681,94165703,50557340
4787,4872,5737421,5737421
4155,1892,51016486,51016486
3350,2690,45259471,45259471
404,453,56663407,54514698
2057,1950,4582162,4582162
2027,1778,69612326,49458794
2806,3731,62448644,62448644
4239,4222,88293925,8947798
1398,2479,94295492,42256386
1866,2584,14044657,14044657
932,757,24400347,24400347
2895,4217,91769743,91769743
1842,1998,54945133,57839856
3100,3683,99751804,89874304
1503,2532,1721182,62491214
2664,2335,78706898,4103875
1943,1784,93818445,93818445
1015,1960,25486070,25486070
3405,3501,67379783,67379783
1357,1431,68641976,40388179
1087,1570,70242530,22428277
3509,2804,12447406,12447406
2685,179,28940878,28940878
4457,4300,28471584,33201667
2428,2472,90980236,21109338
4456,4341,54296406,54296406
776,1156,54165321,8030237
2601,2400,83753761,95655877
2498,1484,57611112,57611112
1715,92,89909380,89909380
4657,3836,467116,28940878
2322,2756,77865747,77865747
3043,1055,31845845,31845845
2831,2862,76008794,38896305
4140,1331,37042826,63100610
1764,2199,87046162,87046162
2006,1961,8675747,9371445
4700,3654,40409633,40409633
244,248,55666551,28559598
4503,4537,12051656,12051656
1757,2425,57789852,76854178
3704,2908,80712137,56138185
4153,4195,688384,29502676
1147,924,18152972,18152972
1071,2097,25066570,65699949
350,351,2720991,68980791
415,480,40576712,40933598
98,4974,55033726,55033726
3429,2151,83677399,83677399
2613,2760,97257132,3071212
1904,2071,1325162,27936689
790,771,57839856,81121807
494,251,55580846,55580846
2419,2665,25163028,25163028
746,701,88204774,18067648
2559,2416,74486714,18836855
1776,1741,25163028,83440291
1053,1154,28021261,27265470
1655,1451,78352630,78352630
120,3164,10772510,94523392
3318,4390,3223892,3223892
2258,2195,31528690,31528690
2990,4036,94958101,94958101
2423,1444,29727321,29727321
272,2925,38491333,38491333
2981,3694,13606349,21463210
2377,281,60208089,60208089
236,198,92422483,16644303
2233,2488,67128418,67128418
1648,3555,12577724,12577724
4438,3495,43222750,43222750
4945,4760,22415743,8030237
1664,1513,76672759,58237274
1380,1754,43861744,58084042
3771,3446,61216354,55611572
2596,1264,90084813,39797975
4989,1797,54479713,54479713
2100,2080,54945133,81198755
4193,1863,53082261,70794847
1765,2504,30614901,30614901
1456,2917,8842159,82996102
4926,401,39401708,39401708
4907,4360,57611112,57611112
2412,1039,21860020,21860020
261,4698,27581895,27581895
1001,1061,15612828,15612828
4227,2349,62163672,49936973
591,143,15150501,15150501
283,2013,78549961,86936795
1546,2581,39672166,39672166
4908,4733,73918933,73918933
1253,1282,72839141,1970790
888,137,98753153,98753153
1032,1579,66429352,66429352
194,214,58992809,99591486
2623,2427,42185671,42185671
3600,4624,77830031,12854046
1714,1118,8862005,2014158
4609,4787,70768177,5737421
4862,4967,50194235,96723417
1649,3618,19987140,93626352
2521,3547,7272289,7272289
319,330,96344330,79623348
3524,4750,32132980,32132980
2080,1626,81198755,81198755
2586,1986,964014,964014
3461,3647,6568470,6568470
1035,951,66691366,16936998
106,222,83593156,20660827
2004,1981,3614940,40724694
4404,3227,47051532,25140237
2463,2266,96987280,96987280
4187,3229,90113241,90113241
1458,761,73862415,5815102
4790,4431,91938020,75954127
1863,4193,70794847,53082261
2596,2795,90084813,33201667
4660,4092,30614666,30614666
2148,2110,98519341,98519341
4159,4564,44375963,229817
1635,2528,14189905,33670703
3887,3876,52564245,6497871
2378,2343,17433680,15335106
297,4755,91882810,91882810
1442,1840,84494751,84494751
1008,3305,13182896,13182896
844,1891,63152059,63152059
3287,2541,76905660,10021463
3022,2795,16644303,33201667
1112,393,1579297,70896650
4525,1773,9261283,9261283
2942,4492,57470227,57470227
4423,3977,11610350,56860028
4895,1077,94892864,94892864
4884,4860,73303809,73303809
3951,4692,95410359,82939188
346,338,99829076,12221937
3009,2681,50557340,50557340
3198,1156,8030237,8030237
679,2204,15647031,15647031
345,867,66348349,66348349
4154,4462,70881420,70881420
1009,4065,39589477,26579534
1817,4504,57933822,57933822
1208,976,35894303,26939565
4435,954,98657193,98657193
3583,2431,51521104,22441689
401,395,39401708,61616329
3584,818,68408657,68408657
3038,4028,28978983,28978983
4867,2304,11653099,11653099
1751,622,64195580,64195580
562,757,81623945,24400347
4770,4586,5568334,9492523
3101,3330,83753761,55527478
3689,3729,77895130,77895130
757,932,24400347,24400347
1170,347,63920921,63920921
3269,4311,65493562,25486070
2767,2932,23377072,54620489
3398,2735,30614666,60455744
4457,4476,28471584,20807752
3758,4475,63152059,63152059
329,347,91024552,63920921
315,183,89906637,89200194
3587,3839,43157148,43157148
506,1471,44496732,44496732
3928,3903,93528021,86853731
2946,3513,33085503,32213582
3178,409,39711886,41318743
4506,618,20461617,20461617
1280,1279,38807237,24338822
261,4040,27581895,92078885
1914,2548,1826151,52612506
3619,1283,18234258,18234258
2158,2945,61558878,3824914
886,3045,11536337,11536337
4676,4412,20311290,89057857
1673,392,38157372,41304691
2406,2000,96858229,96858229
4524,2557,87140153,10826302
501,1928,28702838,28702838
2,1012,74607937,87393448
2767,959,23377072,23377072
107,311,87321343,91985445
3694,3793,21463210,94286367
